公司全名,公司规模,职位名称,薪资水平,工作经验,学历要求,区域,职位福利,工作年限,经验,salary,月工资
K2DATA,50-150人,软件测试开发工程师,8k-16k,1-3年,本科,海淀区,"带薪年假,行业风头,精英团队","['1', '3']",2.0,"['8', '16']",10.0
作业帮,2000人以上,高级测试开发工程师,18k-30k,3-5年,本科,海淀区,"大平台,好机会,带人,技术带头人","['3', '5']",4.0,"['18', '30']",21.0
动力畅想,500-2000人,测试开发工程师,25K-40K,3-5年,本科,朝阳区,"发展空间大,不加班,弹性工作制,有大牛","['3', '5']",4.0,"['25', '40']",28.75
阿里巴巴-高德,2000人以上,测试开发专家,30k-50k,5-10年,本科,朝阳区,福利待遇、发展前景,"['5', '10']",7.5,"['30', '50']",35.0
智融集团,150-500人,高级测试开发工程师,20k-40k,3-5年,本科,海淀区,"优秀团队,成长空间大,人工智能,工作居住证","['3', '5']",4.0,"['20', '40']",25.0
猿辅导,500-2000人,测试开发工程师-辅导研发部,20k-30k,3-5年,本科,朝阳区,弹性工作、五一9天假、年度出国游,"['3', '5']",4.0,"['20', '30']",22.5
贝壳金服,500-2000人,00192-资深测试开发工程师,18k-28k,3-5年,本科,朝阳区,五险一金等,"['3', '5']",4.0,"['18', '28']",20.5
字节跳动,2000人以上,资深测试开发工程师,30k-50k,不限,本科,海淀区,六险一金，弹性工作，免费三餐，餐补,[],0.0,"['30', '50']",35.0
美团点评,2000人以上,新零售-高级测试开发工程师-服务端,25k-45k,3-5年,本科,朝阳区,"技术沉淀快,双休,上班弹性","['3', '5']",4.0,"['25', '45']",30.0
蚂蚁金服集团,2000人以上,测试开发工程师/专家-P6/P7-蚂蚁金服财富,25k-50k,3-5年,本科,朝阳区,"顶尖团队,核心业务,氛围浓厚,成长晋升快","['3', '5']",4.0,"['25', '50']",31.25
惠金所,150-500人,测试开发工程师,15k-25k,3-5年,本科,海淀区,六险一金 弹性工作 氛围好,"['3', '5']",4.0,"['15', '25']",17.5
搜狐集团,2000人以上,测试开发工程师,15k-25k,1-3年,本科,海淀区,大数据量业务 上市公司,"['1', '3']",2.0,"['15', '25']",17.5
滴滴出行,2000人以上,服务端测试开发工程师(J181115003),23k-35k,3-5年,本科,海淀区,国际化业务 重点职位 成长快,"['3', '5']",4.0,"['23', '35']",26.0
作业帮,2000人以上,流媒体测试开发工程师,15k-30k,3-5年,本科,海淀区,福利待遇好，发展潜力好，团队氛围好,"['3', '5']",4.0,"['15', '30']",18.75
阿里文娱,2000人以上,阿里文娱-测试开发专家,25k-35k,3-5年,硕士,朝阳区,团队靠谱,"['3', '5']",4.0,"['25', '35']",27.5
DERA,50-150人,测试开发工程师,10k-20k,不限,本科,昌平区,"专业,舒适,扁平,有竞争力",[],0.0,"['10', '20']",12.5
合思咨询,150-500人,资深测试开发工程师,30k-60k,5-10年,本科,海淀区,新业务 发展空间大 薪资福利好,"['5', '10']",7.5,"['30', '60']",37.5
京东集团,2000人以上,视频云测试开发工程师,15k-30k,5-10年,本科,朝阳区,"周末双休,五险一金,免费班车,餐补","['5', '10']",7.5,"['15', '30']",18.75
闲徕互娱,500-2000人,测试开发工程师,15k-30k,3-5年,本科,朝阳区,"六险一金,绩效奖金,健身房,体检/旅游","['3', '5']",4.0,"['15', '30']",18.75
商汤科技,2000人以上,自动化测试开发工程师,15k-30k,5-10年,本科,海淀区,"人工智能,独角兽企业,技术大牛多,工作氛围好","['5', '10']",7.5,"['15', '30']",18.75
便利蜂,2000人以上,测试开发工程师,15k-30k,1-3年,本科,朝阳区,"测试,测试开发","['1', '3']",2.0,"['15', '30']",18.75
北京十一贝科技有限公司,150-500人,测试开发工程师,15k-30k,1-3年,本科,海淀区,"发展空间大,免费三餐,晋升空间大,带薪休假","['1', '3']",2.0,"['15', '30']",18.75
美团点评,2000人以上,测试开发-无人配送,20k-40k,3-5年,本科,朝阳区,免费班车,"['3', '5']",4.0,"['20', '40']",25.0
搜狐集团,2000人以上,高级测试开发工程师,17k-30k,3-5年,本科,海淀区,"待遇好,薪酬高,带薪年假,大牛多","['3', '5']",4.0,"['17', '30']",20.25
作业帮,2000人以上,测试开发工程师,10K-20K,1-3年,本科,海淀区,"大牛多,领导好,技术强,扁平管理","['1', '3']",2.0,"['10', '20']",12.5
更美APP,150-500人,测试开发工程师,10k-20k,3-5年,本科,朝阳区,"行业TOP,14薪,氛围好","['3', '5']",4.0,"['10', '20']",12.5
小米,2000人以上,测试开发工程师,15k-30k,不限,本科,海淀区,优秀的团队,[],0.0,"['15', '30']",18.75
便利蜂,2000人以上,移动端测试开发工程师,20k-30k,3-5年,本科,朝阳区,"大牛多,扁平化","['3', '5']",4.0,"['20', '30']",22.5
爱奇艺,2000人以上,测试开发工程师,15k-30k,1-3年,本科,海淀区,视频行业第一，交通便利，福利多多,"['1', '3']",2.0,"['15', '30']",18.75
瓜子二手车直卖网,2000人以上,高级测试开发工程师,18k-36k,3-5年,本科,海淀区,一线互联网公司薪资+全年最高19薪+不打卡,"['3', '5']",4.0,"['18', '36']",22.5
去哪儿网,2000人以上,测试开发工程师—平台事业部(J13014),15k-25k,3-5年,本科,海淀区,"16薪,十天年假,六险一金","['3', '5']",4.0,"['15', '25']",17.5
Zenjoy,150-500人,高级测试开发工程师,20k-30k,5-10年,本科,东城区,"六险一金,出国旅行,年底双薪,包午晚餐","['5', '10']",7.5,"['20', '30']",22.5
京东集团,2000人以上,测试开发负责人,20k-40k,5-10年,本科,通州区,五险一金；餐补；免费班车,"['5', '10']",7.5,"['20', '40']",25.0
91科技集团,150-500人,中级测试开发工程师,15k-20k,1-3年,本科,西城区,"五险一金,餐补,交补,团建","['1', '3']",2.0,"['15', '20']",16.25
字节跳动,2000人以上,测试开发工程师-广告业务,18k-36k,1-3年,本科,海淀区,"六险一金,免费三餐,租房补贴","['1', '3']",2.0,"['18', '36']",22.5
美团点评,2000人以上,测试开发工程师(客户端方向),20k-35k,3-5年,本科,朝阳区,"六险一金,餐补,班车,上升空间大","['3', '5']",4.0,"['20', '35']",23.75
去哪儿网,2000人以上,测试开发工程师—平台事业部(J12765),15k-25k,1-3年,本科,海淀区,"16薪,六险一金,十天年假","['1', '3']",2.0,"['15', '25']",17.5
小米,2000人以上,服务端测试开发工程师,20k-40k,3-5年,本科,海淀区,"核心业务,大牛云集,各种福利","['3', '5']",4.0,"['20', '40']",25.0
瓜子二手车直卖网,2000人以上,测试经理/测试开发专家,25k-50k,5-10年,本科,海淀区,15薪起+有期权+弹性工作+优秀的团队,"['5', '10']",7.5,"['25', '50']",31.25
马蜂窝,500-2000人,测试开发工程师 (MJ000524),15k-25k,3-5年,不限,朝阳区,发展空间大，氛围好,"['3', '5']",4.0,"['15', '25']",17.5
作业帮,2000人以上,测试开发工程师,10k-20k,不限,本科,海淀区,免费三餐 大平台 高成长空间,[],0.0,"['10', '20']",12.5
京东集团,2000人以上,测试开发工程师,20k-40k,5-10年,本科,通州区,五险一金；餐补；免费班车,"['5', '10']",7.5,"['20', '40']",25.0
恒昌利通,2000人以上,高级测试开发工程师,15k-30k,不限,本科,海淀区,"五险一金,绩效奖金,免费班车",[],0.0,"['15', '30']",18.75
百度,2000人以上,AI测试部_测试开发工程师 （NR新零售方向）,19k-29k,1-3年,不限,海淀区,福利待遇好，班车,"['1', '3']",2.0,"['19', '29']",21.5
滴滴出行,2000人以上,服务端测试开发工程师／架构师(J180409021,20k-40k,1年以下,本科,海淀区,五险一金，免费班车,['1'],1.0,"['20', '40']",25.0
快手,500-2000人,测试开发工程师,20k-30k,3-5年,本科,海淀区,技术氛围浓厚、住房补贴、午晚餐+下午茶,"['3', '5']",4.0,"['20', '30']",22.5
众达制冷,2000人以上,测试开发工程师,30k-50k,3-5年,本科,海淀区,人脸识别技术的先行者，创造了多个行业第一,"['3', '5']",4.0,"['30', '50']",35.0
一起科技,500-2000人,直播间测试开发工程师(直播业务),20k-40k,3-5年,本科,朝阳区,"带薪年假,环境好,定期体检,年度旅游","['3', '5']",4.0,"['20', '40']",25.0
阿里妈妈,500-2000人,测试开发专家,40k-80k,5-10年,本科,朝阳区,大平台，重要业务，股票期权年底双薪年终奖,"['5', '10']",7.5,"['40', '80']",50.0
字节跳动,2000人以上,基础设施测试开发(QA)工程师,20k-40k,1-3年,本科,海淀区,六险一金，弹性工作，免费三餐，租房补贴,"['1', '3']",2.0,"['20', '40']",25.0
美团点评,2000人以上,资深测试开发工程师,28k-42k,3-5年,本科,朝阳区,"带薪年假,大牛团队,补充商险","['3', '5']",4.0,"['28', '42']",31.5
小米,2000人以上,测试开发工程师（持续集成方向),18k-36k,5-10年,本科,海淀区,"精英团队,人工智能,大公司背景,扁平文化","['5', '10']",7.5,"['18', '36']",22.5
建信融通,50-150人,高级测试开发工程,20k-30k,1-3年,本科,西城区,"建行子公司,扁平化管理,晋升快,福利好","['1', '3']",2.0,"['20', '30']",22.5
新浪微博,2000人以上,测试开发工程师,25k-40k,3-5年,本科,海淀区,年底双薪、五险一金、绩效奖金、餐补,"['3', '5']",4.0,"['25', '40']",28.75
阿里文娱,2000人以上,测试开发高级工程师-北京,20k-40k,3-5年,本科,海淀区,平台+项目体量+技术锤炼+薪酬福利,"['3', '5']",4.0,"['20', '40']",25.0
盈泰财富云,500-2000人,测试开发工程师,14k-25k,3-5年,本科,东城区,"测试开发,互联网金融,流程规范,技术型团队","['3', '5']",4.0,"['14', '25']",16.75
幸福消费金融,150-500人,高级测试开发工程师,15k-30k,3-5年,本科,朝阳区,"持牌经营,牛人团队,竞争力薪酬,福利优越","['3', '5']",4.0,"['15', '30']",18.75
新浪网,2000人以上,测试开发工程师,15k-30k,1-3年,本科,海淀区,绩效奖金 带薪年假 午餐补助 五险一金,"['1', '3']",2.0,"['15', '30']",18.75
百度,2000人以上,【百度AIG】AI测试部_NR测试开发工程师,20k-30k,1-3年,本科,海淀区,福利待遇好，班车,"['1', '3']",2.0,"['20', '30']",22.5
陌陌,500-2000人,测试开发专家,35k-55k,5-10年,本科,朝阳区,成长空间大,"['5', '10']",7.5,"['35', '55']",40.0
千挑惠选,150-500人,高级测试开发工程师,30k-60k,3-5年,本科,东城区,一经录用，待遇丰厚,"['3', '5']",4.0,"['30', '60']",37.5
作业帮,2000人以上,高级测试开发工程师,18k-30k,3-5年,本科,海淀区,"大平台,好机会,带人,技术带头人","['3', '5']",4.0,"['18', '30']",21.0
贝壳金服,500-2000人,高级测试开发工程师,20k-40k,5-10年,不限,海淀区,"六险一金,支付牌照","['5', '10']",7.5,"['20', '40']",25.0
网易,2000人以上,资深测试开发工程师,26k-52k,5-10年,本科,海淀区,"核心业务,优秀团队,技术大牛","['5', '10']",7.5,"['26', '52']",32.5
字节跳动,2000人以上,（高级）测试开发工程师-平台方向,15k-30k,3-5年,本科,海淀区,免费三餐，职业大牛，住房补贴,"['3', '5']",4.0,"['15', '30']",18.75
美团点评,2000人以上,资深测试开发工程师,35k-50k,5-10年,本科,朝阳区,"核心业务,六险一金,大平台","['5', '10']",7.5,"['35', '50']",38.75
百度,2000人以上,测试开发工程师,15k-30k,不限,本科,海淀区,"平台大,成长快,与牛人为伍",[],0.0,"['15', '30']",18.75
猫眼电影,500-2000人,测试开发工程师-北京,12k-20k,应届毕业生,本科,东城区,高成长,[],0.0,"['12', '20']",14.0
蚂蚁金服集团,2000人以上,测试开发,25k-50k,3-5年,不限,朝阳区,弹性工作时间 期权激励 BAT,"['3', '5']",4.0,"['25', '50']",31.25
滴滴出行,2000人以上,服务端测试开发工程师／架构师,20k-40k,5-10年,本科,海淀区,"待遇好,团队氛围好,前景广阔","['5', '10']",7.5,"['20', '40']",25.0
Ocean,50-150人,测试开发负责人,40k-80k,应届毕业生,本科,海淀区,大平台,[],0.0,"['40', '80']",50.0
猿辅导,500-2000人,测试开发工程师,15k-30k,不限,本科,朝阳区,"出国团建,免费健身房,不打卡,超多假期",[],0.0,"['15', '30']",18.75
马蜂窝,500-2000人,测试开发工程师 (MJ000581),15k-25k,3-5年,本科,朝阳区,核心团队，六险一金，班车食堂,"['3', '5']",4.0,"['15', '25']",17.5
百纳传媒,2000人以上,测试开发工程师,25k-50k,不限,本科,海淀区,五险一金 年终福利 下午茶 健身房,[],0.0,"['25', '50']",31.25
微壳,150-500人,高级测试开发工程师,30k-60k,3-5年,本科,朝阳区,"16薪,知名企业,学霸集中营,七险一金","['3', '5']",4.0,"['30', '60']",37.5
嘀嗒出行,150-500人,测试开发工程师,8k-15k,应届毕业生,本科,朝阳区,"老板好,环境棒,团队给力",[],0.0,"['8', '15']",9.75
广联达科技,500-2000人,测试开发工程师,25k-40k,5-10年,本科,海淀区,"gtest,白盒测试,测试开发,API测试","['5', '10']",7.5,"['25', '40']",28.75
好未来,2000人以上,AI-语音算法测试开发工程师,25k-40k,3-5年,本科,海淀区,团队氛围好,"['3', '5']",4.0,"['25', '40']",28.75
字节跳动,2000人以上,测试开发工程师-企业应用产品,15k-30k,1-3年,本科,海淀区,六险一金，弹性工作，免费三餐，租房补贴,"['1', '3']",2.0,"['15', '30']",18.75
美团点评,2000人以上,高级测试开发工程师,25k-50k,5-10年,本科,朝阳区,"团队氛围好,技术氛围浓,平台业务","['5', '10']",7.5,"['25', '50']",31.25
滴滴出行,2000人以上,服务端测试开发工程师／架构师,20k-40k,1-3年,本科,海淀区,五险一金，免费班车,"['1', '3']",2.0,"['20', '40']",25.0
映客,500-2000人,测试开发,10k-20k,应届毕业生,本科,朝阳区,技术大牛,[],0.0,"['10', '20']",12.5
京东集团,2000人以上,测试开发,25k-50k,3-5年,本科,朝阳区,"弹性工作,500强","['3', '5']",4.0,"['25', '50']",31.25
马蜂窝,500-2000人,高级/资深测试开发工程师（大交通）,15k-30k,3-5年,本科,朝阳区,"舒适环境,轻松氛围,快速成长","['3', '5']",4.0,"['15', '30']",18.75
墨迹天气,150-500人,测试开发工程师,10k-18k,1-3年,本科,朝阳区,"拟上市,用户量极大,弹性工作,免费午餐","['1', '3']",2.0,"['10', '18']",12.0
诸葛找房网,150-500人,测试开发工程师,15k-25k,1-3年,大专,朝阳区,六险一金、一日三餐、交通补贴、住房补贴,"['1', '3']",2.0,"['15', '25']",17.5
普赛,50-150人,测试开发专家,30k-60k,3-5年,本科,海淀区,高额年终奖金、五险一金、工作环境好……,"['3', '5']",4.0,"['30', '60']",37.5
阿里文娱,2000人以上,UC事业部-高级测试开发工程师/专家,15k-30k,3-5年,本科,朝阳区,"平台宽广,团队优秀","['3', '5']",4.0,"['15', '30']",18.75
中信云网,500-2000人,测试开发岗,15k-30k,3-5年,本科,朝阳区,"中信,薪酬,发展,平台","['3', '5']",4.0,"['15', '30']",18.75
百度,2000人以上,高级测试开发工程师（移动端方向）,20k-40k,3-5年,本科,朝阳区,"一线互联网,加班少","['3', '5']",4.0,"['20', '40']",25.0
飞猪,500-2000人,飞猪(北京)高级测试开发工程师/专家,20k-40k,3-5年,本科,朝阳区,"阿里巴巴,全球游,生态","['3', '5']",4.0,"['20', '40']",25.0
网宿科技,2000人以上,测试开发工程师-北京-流媒体,10k-15k,3-5年,本科,海淀区,"上市公司,团队和谐,福利满满,技术大牛","['3', '5']",4.0,"['10', '15']",11.25
蚂蚁金服集团,2000人以上,测试开发专家-饿了么-P7,25k-50k,3-5年,本科,海淀区,"核心业务,顶尖团队,发展迅速,学习晋升快","['3', '5']",4.0,"['25', '50']",31.25
字节跳动,2000人以上,测试开发,15k-30k,1-3年,本科,海淀区,弹性工作，免费三餐，餐补，租房补贴,"['1', '3']",2.0,"['15', '30']",18.75
美团点评,2000人以上,测试开发工程师(服务端方向),20k-35k,3-5年,本科,朝阳区,"六险一金,餐补,班车,上升空间大","['3', '5']",4.0,"['20', '35']",23.75
马蜂窝,500-2000人,高级/资深测试开发工程师（大交通）,15k-30k,3-5年,本科,朝阳区,"弹性工作,股票期权,精英团队,技术驱动","['3', '5']",4.0,"['15', '30']",18.75
猫眼电影,500-2000人,测试开发工程师,15k-30k,1-3年,本科,东城区,弹性工作制,"['1', '3']",2.0,"['15', '30']",18.75
中扬天成,15-50人,测试开发工程师,10k-20k,1-3年,本科,海淀区,五险一金，年度旅游，周休二日，技术攻关,"['1', '3']",2.0,"['10', '20']",12.5
小米,2000人以上,服务端测试开发工程师,20k-40k,1-3年,本科,海淀区,"技术,平台","['1', '3']",2.0,"['20', '40']",25.0
人人车,2000人以上,测试开发,13k-26k,3-5年,本科,朝阳区,团队氛围好，技术牛,"['3', '5']",4.0,"['13', '26']",16.25
58同城推出的网贷服务平台。,2000人以上,高级测试开发工程师(J10753),20k-40k,3-5年,本科,朝阳区,平台大，大牛多，福利齐全,"['3', '5']",4.0,"['20', '40']",25.0
懒投资,150-500人,高级测试开发工程师,15k-25k,3-5年,本科,朝阳区,"七险一金,14薪,弹性工作","['3', '5']",4.0,"['15', '25']",17.5
人人行(借贷宝),2000人以上,客户端测试开发工程师,12k-24k,1-3年,本科,朝阳区,"大牛多,成长快,氛围好,发展空间大","['1', '3']",2.0,"['12', '24']",15.0
淡蓝网Blued,150-500人,测试开发工程师（电商方向）,20k-30k,3-5年,本科,朝阳区,"免费午餐,补充医疗,弹性时间,期权激励","['3', '5']",4.0,"['20', '30']",22.5
宜信,2000人以上,资深测试开发工程师,20k-30k,5-10年,本科,朝阳区,"上市公司,大牛团队,美女如云,薪酬福利好","['5', '10']",7.5,"['20', '30']",22.5
小米,2000人以上,高级测试开发工程师,15k-30k,不限,本科,海淀区,工作氛围好，发展潜力大,[],0.0,"['15', '30']",18.75
每日优鲜,500-2000人,测试开发工程师,15k-30k,3-5年,本科,朝阳区,绩效奖金 晋升空间 大平台,"['3', '5']",4.0,"['15', '30']",18.75
顺丰同城科技,500-2000人,测试开发工程师,14k-20k,应届毕业生,本科,海淀区,弹性工作制，技术大牛多，福利待遇佳,[],0.0,"['14', '20']",15.5
字节跳动,2000人以上,高级测试开发工程师,20k-40k,3-5年,本科,海淀区,六险一金，弹性工作，免费三餐，租房补贴,"['3', '5']",4.0,"['20', '40']",25.0
美团点评,2000人以上,测试开发工程师,20k-40k,3-5年,本科,朝阳区,"服务端,自动化,高级,搜索&amp;广告","['3', '5']",4.0,"['20', '40']",25.0
猫眼电影,500-2000人,移动端测试开发工程师,18k-36k,3-5年,本科,东城区,"平台好,发展快,成长好","['3', '5']",4.0,"['18', '36']",22.5
人人行(借贷宝),2000人以上,测试开发工程师,15k-30k,3-5年,本科,朝阳区,"大牛多,成长快,氛围好,发展空间大","['3', '5']",4.0,"['15', '30']",18.75
去哪儿网,2000人以上,移动端测试开发工程师—平台事业部(J13178),15k-30k,3-5年,本科,海淀区,"16薪,十天年假,六险一金","['3', '5']",4.0,"['15', '30']",18.75
融360,500-2000人,测试开发工程师,25k-50k,5-10年,本科,海淀区,待遇优厚，五险一金，商业保险，免费午餐,"['5', '10']",7.5,"['25', '50']",31.25
用友,2000人以上,自动化测试开发工程师,16k-30k,3-5年,本科,海淀区,上市企业,"['3', '5']",4.0,"['16', '30']",19.5
思必驰科技,150-500人,自动化测试开发工程师,20k-40k,不限,本科,海淀区,快速发展的人工智能公司，产品方向非常清晰,[],0.0,"['20', '40']",25.0
马蜂窝,500-2000人,无线测试开发工程师,15k-30k,3-5年,本科,朝阳区,"核心岗位,技术大牛","['3', '5']",4.0,"['15', '30']",18.75
VIPKID,2000人以上,高级/资深测试开发工程师,20k-40k,3-5年,本科,东城区,"发展空间大,福利待遇好,新兴行业,氛围好","['3', '5']",4.0,"['20', '40']",25.0
阿里文娱,2000人以上,阿里文学-测试开发专家,19k-32k,5-10年,本科,朝阳区,大平台,"['5', '10']",7.5,"['19', '32']",22.25
广州市鑫诚置业有限公司,150-500人,测试开发,25k-50k,3-5年,本科,朝阳区,大平台 高薪水 发展空间大,"['3', '5']",4.0,"['25', '50']",31.25
美菜网,2000人以上,高级测试开发工程师,18k-34k,5-10年,本科,朝阳区,晋升空间大 福利待遇优厚,"['5', '10']",7.5,"['18', '34']",22.0
盛世辉智控,15-50人,高级测试开发工程师,15k-30k,3-5年,本科,海淀区,期权、挑战、空间,"['3', '5']",4.0,"['15', '30']",18.75
VeeR,50-150人,高级测试开发工程师,15k-25k,3-5年,本科,海淀区,"大牛团队,硅谷范儿,16薪","['3', '5']",4.0,"['15', '25']",17.5
字节跳动,2000人以上,（高级）测试开发工程师 - 平台方向,15k-30k,3-5年,本科,海淀区,"六险一金,高薪期权,租房补贴,扁平管理","['3', '5']",4.0,"['15', '30']",18.75
美团点评,2000人以上,高级测试开发工程师（客户端方向）,15k-30k,3-5年,本科,朝阳区,"薪酬福利,发展空间","['3', '5']",4.0,"['15', '30']",18.75
人人行(借贷宝),2000人以上,测试开发工程师(QA),15k-30k,3-5年,本科,朝阳区,"技术氛围好,重能力培养,福利待遇好","['3', '5']",4.0,"['15', '30']",18.75
tataUFO,50-150人,高级测试开发,20k-30k,3-5年,本科,海淀区,带薪年假 旅游基金 不打卡,"['3', '5']",4.0,"['20', '30']",22.5
多＋,150-500人,测试开发工程师,13k-26k,不限,本科,朝阳区,"非996,提升空间大",[],0.0,"['13', '26']",16.25
APUS Group,150-500人,测试开发工程师,15k-30k,不限,本科,朝阳区,"六险一金,独角兽,扁平管理,带薪年假",[],0.0,"['15', '30']",18.75
艾鹏承远,少于15人,测试开发工程师,20k-40k,3-5年,本科,朝阳区,发展前景好，福利待遇高,"['3', '5']",4.0,"['20', '40']",25.0
罗辑思维,150-500人,测试开发,20k-40k,3-5年,本科,朝阳区,"六险一金,弹性工作,大咖云集,超多福利","['3', '5']",4.0,"['20', '40']",25.0
唱吧-时尚的手机KTV,150-500人,测试开发工程师（校招）,10k-15k,应届毕业生,本科,朝阳区,"七险一金,租房补贴,用餐补贴",[],0.0,"['10', '15']",11.25
微店,500-2000人,测试开发,23k-45k,3-5年,本科,朝阳区,"六险一金,全员Mac,晋升加薪","['3', '5']",4.0,"['23', '45']",28.5
京东商城,2000人以上,测试开发工程师,15k-30k,3-5年,本科,大兴区,"京东,测试,测试开发","['3', '5']",4.0,"['15', '30']",18.75
融360,500-2000人,2019校招-测试开发工程师,13k-17k,应届毕业生,本科,海淀区,"团队专业,锻炼能力,成长快",[],0.0,"['13', '17']",14.0
太平洋保险集团,2000人以上,高级/资深测试开发,30k-60k,3-5年,本科,朝阳区,"美女多,配期权,独立上市,钱多多","['3', '5']",4.0,"['30', '60']",37.5
阿里妈妈,500-2000人,移动端测试开发专家,40k-80k,5-10年,本科,朝阳区,"发展空间大,业务前景好,高薪,阿里大平台","['5', '10']",7.5,"['40', '80']",50.0
字节跳动,2000人以上,测试开发负责人,30k-50k,不限,本科,海淀区,弹性工作，免费三餐，租房补贴，休闲下午茶,[],0.0,"['30', '50']",35.0
美团点评,2000人以上,新零售-高级测试开发工程师-业务测试,25k-45k,3-5年,本科,朝阳区,"技术沉淀快,团队佳,弹性上班,双休","['3', '5']",4.0,"['25', '45']",30.0
百度,2000人以上,【百度】AI测试部_服务端测试开发工程师,19k-25k,1-3年,本科,海淀区,大平台，发展机会，自我提升,"['1', '3']",2.0,"['19', '25']",20.5
一点资讯,500-2000人,测试开发工程师-校招,15k-25k,应届毕业生,本科,朝阳区,"独角兽,国资背景,牛人团队,即将上市",[],0.0,"['15', '25']",17.5
逍遥自在游,150-500人,测试开发专家,30k-60k,3-5年,硕士,东城区,互联网巨头,"['3', '5']",4.0,"['30', '60']",37.5
VIPKID,2000人以上,服务器端高级测试开发工程师(J10332),20k-35k,3-5年,本科,东城区,发展前景好，扁平化管理,"['3', '5']",4.0,"['20', '35']",23.75
猫眼电影,500-2000人,大数据测试开发工程师,15k-30k,1-3年,本科,东城区,"发展好,成长快,福利多多","['1', '3']",2.0,"['15', '30']",18.75
众安保险,2000人以上,测试开发工程师（经纪）,10k-20k,1-3年,不限,西城区,弹性自由、待遇优厚、行业标杆、前途无量,"['1', '3']",2.0,"['10', '20']",12.5
京东商城,2000人以上,高级测试开发工程师,30k-55k,5-10年,本科,大兴区,测试开发,"['5', '10']",7.5,"['30', '55']",36.25
快手,500-2000人,短视频测试开发工程师,20k-40k,3-5年,本科,海淀区,"产品超赞,大牛团队,薪酬福利好","['3', '5']",4.0,"['20', '40']",25.0
蚂蚁金服集团,2000人以上,测试开发高级工程师/专家 P6/P7,22k-40k,3-5年,不限,海淀区,不打卡 期权奖励,"['3', '5']",4.0,"['22', '40']",26.5
车和家,2000人以上,服务端测试开发工程师,15k-25k,3-5年,本科,朝阳区,"六险一金,团队氛围好,公司发展好","['3', '5']",4.0,"['15', '25']",17.5
百融金服,500-2000人,高级后端测试开发工程师,13k-26k,3-5年,本科,海淀区,"年底双薪,绩效奖金","['3', '5']",4.0,"['13', '26']",16.25
京东集团,2000人以上,测试开发工程师（区块链技术相关业务）,15k-20k,3-5年,本科,大兴区,"需求测试,区块链,软件测试","['3', '5']",4.0,"['15', '20']",16.25
字节跳动,2000人以上,测试开发负责人,35k-70k,不限,本科,海淀区,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，过亿用户，职业大牛，晋升空间，团队氛围好，优厚薪资,[],0.0,"['35', '70']",43.75
美团点评,2000人以上,新零售-高级测试开发工程师-客户端,25k-45k,3-5年,本科,朝阳区,"技术沉淀快,弹性上班,双休","['3', '5']",4.0,"['25', '45']",30.0
一点资讯,500-2000人,2019校招--测试开发工程师,15k-25k,应届毕业生,本科,朝阳区,弹性工作,[],0.0,"['15', '25']",17.5
百度,2000人以上,AI测试部_服务端测试开发工程师 【北京】,19k-25k,1-3年,本科,海淀区,福利待遇好，班车,"['1', '3']",2.0,"['19', '25']",20.5
京东集团,2000人以上,测试开发工程师（人工智能-语音方向）,20k-40k,3-5年,本科,朝阳区,"大平台,众多场景,成熟产品,优秀团队","['3', '5']",4.0,"['20', '40']",25.0
蚂蚁金服集团,2000人以上,蚂蚁金服财富-测试开发专家-P6/P7/P8-北京,25k-50k,3-5年,本科,朝阳区,"核心部门，顶尖团队,大牛云集,成长晋升快","['3', '5']",4.0,"['25', '50']",31.25
极智嘉,500-2000人,系统研发部-高级测试开发工程师,20k-35k,5-10年,本科,朝阳区,"团队氛围好,六险一金","['5', '10']",7.5,"['20', '35']",23.75
美菜网,2000人以上,测试开发架构师,30k-50k,5-10年,本科,朝阳区,"E轮融资,规模大,环境好,领导好","['5', '10']",7.5,"['30', '50']",35.0
融360,500-2000人,高级测试开发工程师,25k-35k,3-5年,本科,海淀区,"互联网金融,发展前景,专业团队,福利待遇","['3', '5']",4.0,"['25', '35']",27.5
转转,500-2000人,高级测试开发工程师,20k-40k,1-3年,本科,海淀区,"六险一金,牛人共事,弹性工作,成长空间大","['1', '3']",2.0,"['20', '40']",25.0
北京东源汇智咨询有限责任公司,50-150人,高级测试开发工程师,40k-70k,5-10年,本科,海淀区,15-18薪 双休 期权,"['5', '10']",7.5,"['40', '70']",47.5
魔力耳朵,150-500人,高级测试开发工程师,20k-40k,5-10年,本科,朝阳区,"六险一金,年底双薪,绩效奖金,弹性工作","['5', '10']",7.5,"['20', '40']",25.0
小赢科技,500-2000人,测试开发,16k-30k,3-5年,本科,海淀区,技术导向，福利好,"['3', '5']",4.0,"['16', '30']",19.5
车和家,2000人以上,App测试开发工程师,15k-25k,1-3年,本科,朝阳区,"扁平化管理,六险一金,团队氛围好,公司发展好","['1', '3']",2.0,"['15', '25']",17.5
和创科技（红圈营销）,500-2000人,测试开发专家/经理,20k-35k,5-10年,本科,西城区,大牛云集,"['5', '10']",7.5,"['20', '35']",23.75
字节跳动,2000人以上,测试开发工程师（服务端）,18k-27k,3-5年,本科,海淀区,弹性工作，免费三餐，租房补贴，休闲下午茶，晋升空间，团队氛围好,"['3', '5']",4.0,"['18', '27']",20.25
